Location,Date,Time,Latitude,Longitude,Altitude,YRMODAHRMI,Month,Hour,Season,Humidity,AmbientTemp,PolyPwr,Wind.Speed,Visibility,Pressure,Cloud.Ceiling
March AFB,20170801,1200,33.9,-117.26,458,201708000000.0,8,12,Summer,26.40381,41.88065,18.64496,10,10.0,957.6,722
Kahului,20180308,1200,20.89,-156.44,2,201803000000.0,3,12,Spring,66.91895,24.56139,27.36468,13,10.0,1015.5,65
Travis,20170621,1430,38.16,-121.56,1,201706000000.0,6,14,Summer,20.44067,45.10582,19.90898,8,10.0,1002.5,722
USAFA,20180214,1500,38.95,-104.83,1947,201802000000.0,2,15,Winter,15.55786,18.06824,7.38316,29,10.0,793.9,722
Malmstrom,20180307,1100,47.52,-111.18,1043,201803000000.0,3,11,Spring,48.37036,3.87093,7.42338,16,10.0,897.5,722
Peterson,20170818,1400,38.82,-104.71,1879,201708000000.0,8,14,Summer,10.70557,41.2764,19.26166,10,10.0,816.2,722
JDMT,20180207,1500,26.98,-80.11,2,201802000000.0,2,15,Winter,54.43115,32.28569,11.41821,17,10.0,1021.3,22
MNANG,20180813,1200,44.89,-93.2,246,201808000000.0,8,12,Summer,42.79785,34.78577,20.51046,10,10.0,986.6,722
Malmstrom,20180615,1500,47.52,-111.18,1043,201806000000.0,6,15,Summer,16.08276,30.96642,20.42876,0,10.0,890.8,722
Grissom,20180213,1100,40.67,-86.15,239,201802000000.0,2,11,Winter,45.19043,4.50539,4.60988,8,10.0,1007.0,722
Hill Weber,20170729,1300,41.15,-111.99,1370,201707000000.0,7,13,Summer,11.89575,50.91164,22.91096,0,10.0,857.8,722
USAFA,20170720,1000,38.95,-104.83,1947,201707000000.0,7,10,Summer,36.68213,31.60339,13.93181,5,10.0,804.8,722
Travis,20171124,1400,38.16,-121.56,1,201711000000.0,11,14,Fall,57.8186,26.5403,4.2674,10,10.0,1014.0,722
MNANG,20180825,1000,44.89,-93.2,246,201808000000.0,8,10,Summer,82.20825,21.98074,2.15061,3,7.0,981.9,8
JDMT,20170903,1100,26.98,-80.11,2,201709000000.0,9,11,Fall,40.43579,44.52171,25.1459,3,10.0,1018.9,722
Travis,20180214,1200,38.16,-121.56,1,201802000000.0,2,12,Winter,37.94556,17.42371,2.78,9,10.0,1019.7,722
Offutt,20180531,1300,41.13,-95.75,380,201805000000.0,5,13,Spring,28.72314,36.84021,23.36421,9,10.0,969.5,722
Travis,20180520,1500,38.16,-121.56,1,201805000000.0,5,15,Spring,39.08081,27.14706,20.30108,18,10.0,1008.9,722
Malmstrom,20180316,1130,47.52,-111.18,1043,201803000000.0,3,11,Spring,73.86475,5.20531,3.09601,0,0.3,890.2,2
USAFA,20180519,1100,38.95,-104.83,1947,201805000000.0,5,11,Spring,47.229,19.40514,8.75926,16,10.0,799.2,60
Travis,20170727,1100,38.16,-121.56,1,201707000000.0,7,11,Summer,30.26733,34.2067,17.56718,8,10.0,1011.6,722
Peterson,20171025,1200,38.82,-104.71,1879,201710000000.0,10,12,Fall,2.0813,43.85704,13.23217,9,10.0,814.2,722
Hill Weber,20180318,1515,41.15,-111.99,1370,201803000000.0,3,15,Spring,32.75146,17.39853,9.71297,8,10.0,851.9,55
Travis,20180729,1000,38.16,-121.56,1,201807000000.0,7,10,Summer,62.54883,20.6665,6.92504,17,10.0,1011.3,722
March AFB,20171120,1500,33.9,-117.26,458,201711000000.0,11,15,Fall,13.47656,27.04636,7.55693,6,10.0,960.8,722
MNANG,20180810,1300,44.89,-93.2,246,201808000000.0,8,13,Summer,37.73193,36.70425,19.49598,0,10.0,985.0,722
March AFB,20171028,1500,33.9,-117.26,458,201710000000.0,10,15,Fall,13.51929,34.87892,9.76331,9,10.0,955.9,722
MNANG,20180827,1500,44.89,-93.2,246,201808000000.0,8,15,Summer,69.24438,30.33195,2.76945,8,8.0,973.7,49
Travis,20180624,1100,38.16,-121.56,1,201806000000.0,6,11,Summer,45.41626,27.68082,18.76996,25,10.0,1005.9,722
Kahului,20180113,1400,20.89,-156.44,2,201801000000.0,1,14,Winter,68.10303,28.97743,16.84299,10,10.0,1014.1,722
USAFA,20180112,1200,38.95,-104.83,1947,201801000000.0,1,12,Winter,30.21851,10.95322,10.65024,21,10.0,797.6,722
Grissom,20180516,1415,40.67,-86.15,239,201805000000.0,5,14,Spring,40.6311,34.21928,18.55633,10,10.0,985.5,27
Hill Weber,20170718,1500,41.15,-111.99,1370,201707000000.0,7,15,Summer,9.96704,56.0981,18.58681,7,10.0,854.0,722
Grissom,20180524,1030,40.67,-86.15,239,201805000000.0,5,10,Spring,41.21704,28.42606,14.40536,5,10.0,994.1,722
Peterson,20170918,1300,38.82,-104.71,1879,201709000000.0,9,13,Fall,5.17578,48.40401,17.49539,7,10.0,811.7,722
USAFA,20180106,1400,38.95,-104.83,1947,201801000000.0,1,14,Winter,18.0603,16.71875,7.32117,8,10.0,796.7,722
Travis,20170930,1200,38.16,-121.56,1,201709000000.0,9,12,Fall,36.53564,30.31433,16.09188,8,10.0,1011.6,722
Hill Weber,20180326,1200,41.15,-111.99,1370,201803000000.0,3,12,Spring,59.10034,9.70695,8.02376,6,10.0,855.8,35
Hill Weber,20171004,1100,41.15,-111.99,1370,201710000000.0,10,11,Fall,58.02002,12.94472,2.21314,17,10.0,854.9,85
Hill Weber,20180707,1300,41.15,-111.99,1370,201807000000.0,7,13,Summer,11.51123,43.82935,22.28157,7,10.0,858.1,722
Hill Weber,20171119,1200,41.15,-111.99,1370,201711000000.0,11,12,Fall,22.90039,19.43535,12.9147,11,10.0,859.6,722
Travis,20180425,1000,38.16,-121.56,1,201804000000.0,4,10,Spring,58.93555,18.76312,14.48352,16,10.0,1014.3,722
Peterson,20180524,1300,38.82,-104.71,1879,201805000000.0,5,13,Spring,3.22876,47.68898,21.56232,7,10.0,812.8,722
Hill Weber,20180321,1100,41.15,-111.99,1370,201803000000.0,3,11,Spring,45.03174,12.20703,20.2521,17,10.0,851.1,75
USAFA,20180728,1515,38.95,-104.83,1947,201807000000.0,7,15,Summer,94.00635,20.02449,9.96341,16,10.0,805.9,85
Offutt,20180729,1100,41.13,-95.75,380,201807000000.0,7,11,Summer,61.31592,29.05548,20.06948,7,10.0,981.7,40
Hill Weber,20180815,1400,41.15,-111.99,1370,201808000000.0,8,14,Summer,12.5,45.79315,19.70559,7,10.0,854.6,722
Offutt,20180729,1000,41.13,-95.75,380,201807000000.0,7,10,Summer,71.91772,25.81772,15.08681,5,10.0,982.0,722
MNANG,20180903,1100,44.89,-93.2,246,201809000000.0,9,11,Fall,72.85156,25.24117,11.98011,10,10.0,990.2,22
Grissom,20180723,1100,40.67,-86.15,239,201807000000.0,7,11,Summer,63.15308,27.82936,7.46748,3,10.0,983.5,34
Hill Weber,20180317,1545,41.15,-111.99,1370,201803000000.0,3,15,Spring,92.80396,0.67848,5.18929,18,0.8,847.8,8
Grissom,20180510,1400,40.67,-86.15,239,201805000000.0,5,14,Spring,31.23169,34.89151,20.64239,16,10.0,984.5,722
March AFB,20180429,1000,33.9,-117.26,458,201804000000.0,4,10,Spring,37.04834,25.25627,18.37961,10,10.0,960.5,35
Hill Weber,20180519,1400,41.15,-111.99,1370,201805000000.0,5,14,Spring,23.98071,34.88396,9.75181,7,10.0,851.9,95
JDMT,20171229,1145,26.98,-80.11,2,201712000000.0,12,11,Winter,71.64917,22.56989,10.35949,10,7.0,1021.6,10
USAFA,20180531,1345,38.95,-104.83,1947,201805000000.0,5,13,Spring,7.58667,51.63925,20.43413,15,10.0,796.2,722
Hill Weber,20170706,1400,41.15,-111.99,1370,201707000000.0,7,14,Summer,8.1604,56.81564,19.55664,7,10.0,859.0,722
Malmstrom,20180715,1100,47.52,-111.18,1043,201807000000.0,7,11,Summer,33.86841,27.81929,16.86968,5,10.0,900.0,722
Travis,20180523,1500,38.16,-121.56,1,201805000000.0,5,15,Spring,49.71924,23.89168,21.61676,26,10.0,1009.9,722
Offutt,20180715,1400,41.13,-95.75,380,201807000000.0,7,14,Summer,27.81372,44.58466,25.02173,6,10.0,978.4,722
Peterson,20180524,1100,38.82,-104.71,1879,201805000000.0,5,11,Spring,3.52173,56.06285,18.86057,3,10.0,813.7,722
Hill Weber,20180518,1000,41.15,-111.99,1370,201805000000.0,5,10,Spring,34.64966,25.81268,15.0002,9,10.0,849.6,100
USAFA,20180609,1200,38.95,-104.83,1947,201806000000.0,6,12,Summer,7.39136,41.27388,19.19826,6,10.0,799.8,722
Grissom,20180428,1500,40.67,-86.15,239,201804000000.0,4,15,Spring,26.26953,22.62024,21.64233,24,10.0,988.8,722
Peterson,20170802,1430,38.82,-104.71,1879,201708000000.0,8,14,Summer,24.68262,29.68742,20.80682,16,10.0,816.7,200
JDMT,20171214,1400,26.98,-80.11,2,201712000000.0,12,14,Winter,16.43066,46.483,21.60656,0,10.0,1017.9,722
Grissom,20180203,1300,40.67,-86.15,239,201802000000.0,2,13,Winter,43.64014,1.35574,4.43393,18,10.0,991.5,110
Hill Weber,20180127,1400,41.15,-111.99,1370,201801000000.0,1,14,Winter,31.53687,7.77336,5.55969,6,10.0,861.9,722
Hill Weber,20170711,1500,41.15,-111.99,1370,201707000000.0,7,15,Summer,6.28662,52.81502,18.28272,9,10.0,852.5,722
Travis,20180729,1500,38.16,-121.56,1,201807000000.0,7,15,Summer,30.37109,35.45296,18.77992,18,10.0,1010.2,722
USAFA,20180617,1415,38.95,-104.83,1947,201806000000.0,6,14,Summer,45.68481,25.24368,5.46667,11,10.0,796.4,80
Travis,20180627,1200,38.16,-121.56,1,201806000000.0,6,12,Summer,48.91968,24.5211,21.03186,22,10.0,1009.6,722
March AFB,20180531,1000,33.9,-117.26,458,201805000000.0,5,10,Spring,66.43066,20.02953,1.34039,0,10.0,958.2,20
Kahului,20171117,1000,20.89,-156.44,2,201711000000.0,11,10,Fall,67.31567,27.16217,14.9785,11,10.0,1013.1,722
USAFA,20170721,1200,38.95,-104.83,1947,201707000000.0,7,12,Summer,16.78467,43.87215,16.6052,3,10.0,802.6,722
Travis,20180525,1215,38.16,-121.56,1,201805000000.0,5,12,Spring,55.88989,20.0824,1.28215,9,9.1,1017.0,50
Malmstrom,20180702,1500,47.52,-111.18,1043,201807000000.0,7,15,Summer,18.95752,25.23361,20.4818,21,10.0,890.8,722
Hill Weber,20170625,1300,41.15,-111.99,1370,201706000000.0,6,13,Summer,9.57031,47.06963,23.6844,10,10.0,858.4,722
USAFA,20180623,1200,38.95,-104.83,1947,201806000000.0,6,12,Summer,21.27686,38.69324,20.0265,16,10.0,797.3,722
USAFA,20180413,1100,38.95,-104.83,1947,201804000000.0,4,11,Spring,21.46606,11.69846,15.91988,30,10.0,787.3,722
Grissom,20180913,1500,40.67,-86.15,239,201809000000.0,9,15,Fall,26.00098,45.1738,12.65996,7,10.0,991.5,722
Camp Murray,20180901,1000,47.11,-122.57,84,201809000000.0,9,10,Fall,39.39209,27.78656,9.76545,6,10.0,1009.9,722
Peterson,20180509,1300,38.82,-104.71,1879,201805000000.0,5,13,Spring,5.65796,41.2764,9.98142,9,10.0,811.1,250
Malmstrom,20180402,1500,47.52,-111.18,1043,201804000000.0,4,15,Spring,64.38599,-3.80554,3.72928,16,0.0,892.0,14
Hill Weber,20180116,1400,41.15,-111.99,1370,201801000000.0,1,14,Winter,14.97803,29.01772,15.1265,11,10.0,860.7,722
Grissom,20180824,1500,40.67,-86.15,239,201808000000.0,8,15,Summer,42.96875,29.05296,8.60402,15,10.0,987.5,722
JDMT,20180314,1000,26.98,-80.11,2,201803000000.0,3,10,Spring,31.58569,26.47987,19.39536,11,10.0,1018.6,722
USAFA,20180503,1400,38.95,-104.83,1947,201805000000.0,5,14,Spring,33.53882,23.26225,19.85275,28,10.0,797.6,722
Kahului,20180610,1400,20.89,-156.44,2,201806000000.0,6,14,Summer,56.08521,32.34612,22.08384,22,10.0,1016.8,722
Hill Weber,20180721,1400,41.15,-111.99,1370,201807000000.0,7,14,Summer,12.76855,49.60243,20.02154,8,10.0,854.9,722
Hill Weber,20180707,1400,41.15,-111.99,1370,201807000000.0,7,14,Summer,12.10938,45.85609,22.65983,3,10.0,857.5,722
Hill Weber,20170626,1200,41.15,-111.99,1370,201706000000.0,6,12,Summer,12.42065,43.19992,21.07131,9,10.0,855.2,722
JDMT,20170801,1530,26.98,-80.11,2,201708000000.0,8,15,Summer,65.25879,32.31339,8.77263,14,10.0,1016.9,60
USAFA,20180809,1400,38.95,-104.83,1947,201808000000.0,8,14,Summer,13.42163,53.57788,17.28907,7,10.0,805.6,722
Hill Weber,20180705,1500,41.15,-111.99,1370,201807000000.0,7,15,Summer,8.07495,48.95538,22.1661,10,6.0,860.2,722
Peterson,20180702,1300,38.82,-104.71,1879,201807000000.0,7,13,Summer,3.88794,47.14012,20.87726,14,10.0,811.7,722
March AFB,20180326,1500,33.9,-117.26,458,201803000000.0,3,15,Spring,12.46338,21.88255,18.69795,22,10.0,959.2,722
Kahului,20180314,1200,20.89,-156.44,2,201803000000.0,3,12,Spring,61.41357,30.31181,17.32371,14,10.0,1013.4,722
JDMT,20180216,1000,26.98,-80.11,2,201802000000.0,2,10,Winter,34.29565,39.40071,15.6608,3,10.0,1023.3,722
Peterson,20180417,1500,38.82,-104.71,1879,201804000000.0,4,15,Spring,4.99268,21.97067,18.13824,29,10.0,796.5,722
Travis,20170912,1000,38.16,-121.56,1,201709000000.0,9,10,Fall,40.11841,29.67484,14.27752,16,10.0,1008.9,722
Grissom,20180811,1400,40.67,-86.15,239,201808000000.0,8,14,Summer,46.55151,34.21425,3.43168,9,10.0,987.5,722
Malmstrom,20180406,1130,47.52,-111.18,1043,201804000000.0,4,11,Spring,56.95801,-1.21735,3.06083,6,0.0,902.1,30
Travis,20180629,1500,38.16,-121.56,1,201806000000.0,6,15,Summer,17.16919,40.63187,19.35709,14,10.0,1007.5,722
Hill Weber,20180110,1300,41.15,-111.99,1370,201801000000.0,1,13,Winter,81.22559,5.15495,3.27248,16,10.0,846.6,110
Hill Weber,20180606,1000,41.15,-111.99,1370,201806000000.0,6,10,Summer,27.948,26.53275,15.5372,14,10.0,850.2,200
USAFA,20180225,1515,38.95,-104.83,1947,201802000000.0,2,15,Winter,5.68848,23.31512,11.43933,14,10.0,792.8,722
JDMT,20171108,1400,26.98,-80.11,2,201711000000.0,11,14,Fall,25.81177,48.44177,22.86469,9,10.0,1014.8,722
USAFA,20180123,1200,38.95,-104.83,1947,201801000000.0,1,12,Winter,39.53247,8.44559,11.56676,8,10.0,802.6,722
Travis,20170630,1300,38.16,-121.56,1,201706000000.0,6,13,Summer,37.54272,30.3244,22.75038,18,10.0,1009.6,722
March AFB,20180405,1300,33.9,-117.26,458,201804000000.0,4,13,Spring,31.22559,30.40245,19.81265,14,10.0,960.8,250
Hill Weber,20180505,1400,41.15,-111.99,1370,201805000000.0,5,14,Spring,19.98291,31.69907,16.74397,7,10.0,858.1,200
March AFB,20180408,1400,33.9,-117.26,458,201804000000.0,4,14,Spring,24.74365,32.91008,19.85149,6,10.0,959.2,250
Peterson,20170822,1000,38.82,-104.71,1879,201708000000.0,8,10,Summer,55.05981,24.5916,3.49441,8,7.0,821.0,15
Grissom,20180717,1345,40.67,-86.15,239,201807000000.0,7,13,Summer,24.38965,40.64949,21.50225,11,10.0,987.8,722
Travis,20180425,1500,38.16,-121.56,1,201804000000.0,4,15,Spring,41.82129,27.78656,19.61861,17,10.0,1012.6,722
JDMT,20180118,1200,26.98,-80.11,2,201801000000.0,1,12,Winter,41.72974,21.35635,27.05808,13,10.0,1026.4,722
March AFB,20171021,1000,33.9,-117.26,458,201710000000.0,10,10,Fall,39.99023,25.85045,9.0867,5,10.0,962.7,722
Peterson,20170624,1200,38.82,-104.71,1879,201706000000.0,6,12,Summer,30.40161,27.10678,13.14237,14,10.0,818.7,43
JDMT,20180215,1200,26.98,-80.11,2,201802000000.0,2,12,Winter,37.47559,38.71841,25.28183,10,10.0,1026.0,722
MNANG,20171227,1500,44.89,-93.2,246,201712000000.0,12,15,Winter,20.20264,0.69359,1.16133,5,10.0,1008.4,722
Grissom,20180528,1100,40.67,-86.15,239,201805000000.0,5,11,Spring,38.0188,39.29245,15.11155,7,10.0,985.9,722
JDMT,20180523,1000,26.98,-80.11,2,201805000000.0,5,10,Spring,56.69556,34.27719,20.66426,11,10.0,1018.9,100
Malmstrom,20180523,1500,47.52,-111.18,1043,201805000000.0,5,15,Spring,30.01099,29.73274,20.37798,9,10.0,891.1,722
March AFB,20170910,1300,33.9,-117.26,458,201709000000.0,9,13,Fall,16.45508,43.79158,16.71701,7,10.0,957.9,722
Travis,20180621,1500,38.16,-121.56,1,201806000000.0,6,15,Summer,23.27881,38.67561,19.87637,9,10.0,1010.9,722
Malmstrom,20180601,1300,47.52,-111.18,1043,201806000000.0,6,13,Summer,48.86475,18.68256,18.97748,9,10.0,892.9,28
Peterson,20180111,1500,38.82,-104.71,1879,201801000000.0,1,15,Winter,25.61646,14.17336,6.54644,5,10.0,811.4,722
March AFB,20170915,1500,33.9,-117.26,458,201709000000.0,9,15,Fall,38.52539,29.62448,17.19452,7,10.0,956.9,722
Kahului,20180114,1200,20.89,-156.44,2,201801000000.0,1,12,Winter,62.31689,28.3757,18.78838,13,10.0,1016.8,722
Travis,20170708,1200,38.16,-121.56,1,201707000000.0,7,12,Summer,13.45825,41.86554,20.31473,14,10.0,1008.6,722
Kahului,20180412,1100,20.89,-156.44,2,201804000000.0,4,11,Spring,48.74268,34.25957,6.56902,5,10.0,1016.5,722
USAFA,20170915,1500,38.95,-104.83,1947,201709000000.0,9,15,Fall,6.87256,50.93178,12.24429,20,10.0,793.7,722
USAFA,20170606,1100,38.95,-104.83,1947,201706000000.0,6,11,Summer,28.4668,30.32188,18.45851,11,10.0,804.8,120
JDMT,20171231,1500,26.98,-80.11,2,201712000000.0,12,15,Winter,25.88501,39.38309,19.58895,11,10.0,1019.3,722
MNANG,20180808,1000,44.89,-93.2,246,201808000000.0,8,10,Summer,66.58325,28.35052,14.84134,8,10.0,982.3,722
March AFB,20171125,1000,33.9,-117.26,458,201711000000.0,11,10,Fall,31.74438,23.26981,7.13676,0,10.0,963.1,722
Grissom,20180504,1300,40.67,-86.15,239,201805000000.0,5,13,Spring,56.86646,23.84888,2.08916,25,10.0,982.9,39
Travis,20180203,1200,38.16,-121.56,1,201802000000.0,2,12,Winter,49.49341,21.92284,10.71966,17,10.0,1019.4,722
Grissom,20180608,1000,40.67,-86.15,239,201806000000.0,6,10,Summer,73.39478,26.4119,2.59815,3,10.0,990.5,170
Travis,20180319,1200,38.16,-121.56,1,201803000000.0,3,12,Spring,54.53491,18.72032,9.87386,14,10.0,1018.0,722
March AFB,20171129,1400,33.9,-117.26,458,201711000000.0,11,14,Fall,8.77686,27.81677,11.77225,7,10.0,960.8,722
Peterson,20170926,1100,38.82,-104.71,1879,201709000000.0,9,11,Fall,99.98779,10.97084,2.67474,7,6.0,816.2,9
MNANG,20180806,1100,44.89,-93.2,246,201808000000.0,8,11,Summer,67.49878,28.32787,11.08062,6,10.0,986.2,180
Travis,20180928,1100,38.16,-121.56,1,201809000000.0,9,11,Fall,60.33325,20.68161,9.75519,24,10.0,1007.5,722
USAFA,20180628,1530,38.95,-104.83,1947,201806000000.0,6,15,Summer,6.31104,46.50314,10.57183,16,10.0,795.9,180
Travis,20180308,1030,38.16,-121.56,1,201803000000.0,3,10,Spring,82.51343,18.0909,0.76471,3,10.0,1018.0,15
Camp Murray,20180606,1400,47.11,-122.57,84,201806000000.0,6,14,Summer,12.87231,45.12093,19.56299,6,10.0,1001.9,722
Peterson,20171110,1100,38.82,-104.71,1879,201711000000.0,11,11,Fall,17.48047,29.058,7.60232,0,6.0,810.0,250
Hill Weber,20171206,1400,41.15,-111.99,1370,201712000000.0,12,14,Winter,14.52026,30.29167,13.86562,5,10.0,869.3,722
Peterson,20180529,1100,38.82,-104.71,1879,201805000000.0,5,11,Spring,13.1958,45.13855,20.28446,11,10.0,808.9,722
Peterson,20171203,1200,38.82,-104.71,1879,201712000000.0,12,12,Winter,5.16357,33.56972,8.11448,8,10.0,804.6,250
March AFB,20180807,1500,33.9,-117.26,458,201808000000.0,8,15,Summer,19.17725,41.90582,15.26724,14,10.0,954.3,722
JDMT,20171223,1400,26.98,-80.11,2,201712000000.0,12,14,Winter,25.93994,46.42258,21.993,10,10.0,1021.2,722
Hill Weber,20171212,1400,41.15,-111.99,1370,201712000000.0,12,14,Winter,17.40723,27.77145,13.26736,0,7.0,866.9,722
Peterson,20180730,1100,38.82,-104.71,1879,201807000000.0,7,11,Summer,23.10791,35.41771,4.46605,14,10.0,819.8,60
Grissom,20180119,1130,40.67,-86.15,239,201801000000.0,1,11,Winter,56.81152,1.94992,4.43418,16,10.0,987.5,722
Travis,20180927,1000,38.16,-121.56,1,201809000000.0,9,10,Fall,37.26196,27.77145,5.33284,7,10.0,1010.9,722
JDMT,20170716,1300,26.98,-80.11,2,201707000000.0,7,13,Summer,47.98584,41.24367,27.12162,10,10.0,1015.5,250
Peterson,20180310,1100,38.82,-104.71,1879,201803000000.0,3,11,Spring,8.27637,23.95462,10.80515,21,10.0,806.6,240
Camp Murray,20180531,1100,47.11,-122.57,84,201805000000.0,5,11,Spring,47.67456,19.45045,5.41863,0,10.0,1002.2,23
March AFB,20171106,1100,33.9,-117.26,458,201711000000.0,11,11,Fall,48.27271,23.93196,10.53326,7,10.0,964.0,722
Peterson,20180825,1100,38.82,-104.71,1879,201808000000.0,8,11,Summer,13.2019,45.09071,10.78514,5,9.1,813.7,250
March AFB,20180113,1400,33.9,-117.26,458,201801000000.0,1,14,Winter,13.76343,30.31181,12.03219,6,10.0,965.3,722
Grissom,20180802,1500,40.67,-86.15,239,201808000000.0,8,15,Summer,37.68311,37.37144,17.42984,10,10.0,987.5,722
JDMT,20180413,1400,26.98,-80.11,2,201804000000.0,4,14,Spring,32.73926,38.09654,26.69944,11,10.0,1019.5,722
USAFA,20170610,1200,38.95,-104.83,1947,201706000000.0,6,12,Summer,8.3374,45.1738,20.16498,13,10.0,792.8,722
MNANG,20180428,1500,44.89,-93.2,246,201804000000.0,4,15,Spring,14.39819,32.99065,18.75756,3,10.0,993.2,722
Offutt,20180628,1400,41.13,-95.75,380,201806000000.0,6,14,Summer,53.66211,36.75964,18.63445,17,10.0,971.5,722
USAFA,20180911,1300,38.95,-104.83,1947,201809000000.0,9,13,Fall,12.95776,38.78387,6.74663,9,10.0,798.4,140
Peterson,20180828,1000,38.82,-104.71,1879,201808000000.0,8,10,Summer,9.61914,47.09984,11.27116,7,10.0,813.4,722
Hill Weber,20180104,1400,41.15,-111.99,1370,201801000000.0,1,14,Winter,16.91895,21.92787,10.03027,3,10.0,859.6,722
Camp Murray,20180828,1100,47.11,-122.57,84,201808000000.0,8,11,Summer,19.89746,40.04524,14.31437,0,10.0,1007.2,722
Malmstrom,20180425,1400,47.52,-111.18,1043,201804000000.0,4,14,Spring,30.45044,16.22276,21.16439,18,10.0,898.1,100
USAFA,20170712,1130,38.95,-104.83,1947,201707000000.0,7,11,Summer,23.50464,36.14281,7.33709,15,10.0,803.7,95
MNANG,20171221,1500,44.89,-93.2,246,201712000000.0,12,15,Winter,62.74414,-0.67604,0.73899,10,10.0,988.2,75
MNANG,20180904,1245,44.89,-93.2,246,201809000000.0,9,12,Fall,91.99219,24.45816,1.33714,7,10.0,987.6,32
Camp Murray,20180627,1530,47.11,-122.57,84,201806000000.0,6,15,Summer,29.90723,29.04289,7.74787,8,10.0,1006.2,722
USAFA,20170727,1400,38.95,-104.83,1947,201707000000.0,7,14,Summer,26.08032,42.5856,9.02265,14,10.0,805.1,170
USAFA,20180416,1515,38.95,-104.83,1947,201804000000.0,4,15,Spring,6.46973,39.41078,10.95975,9,10.0,793.1,722
Travis,20180825,1400,38.16,-121.56,1,201808000000.0,8,14,Summer,31.36597,34.91165,15.93049,5,10.0,1010.6,722
Malmstrom,20180804,1500,47.52,-111.18,1043,201808000000.0,8,15,Summer,18.10303,31.56815,20.34913,3,10.0,894.2,722
MNANG,20180807,1500,44.89,-93.2,246,201808000000.0,8,15,Summer,66.97388,25.89325,6.56714,10,10.0,984.6,100
Travis,20180105,1245,38.16,-121.56,1,201801000000.0,1,12,Winter,84.29565,18.71529,3.83779,3,5.0,1019.4,28
Kahului,20171119,1300,20.89,-156.44,2,201711000000.0,11,13,Fall,55.99976,26.4975,24.15011,16,10.0,1010.1,55
March AFB,20171105,1130,33.9,-117.26,458,201711000000.0,11,11,Fall,67.7063,20.69168,5.44562,0,10.0,964.7,30
Grissom,20180719,1500,40.67,-86.15,239,201807000000.0,7,15,Summer,28.6438,37.34879,19.92861,11,10.0,986.2,722
JDMT,20171213,1100,26.98,-80.11,2,201712000000.0,12,11,Winter,32.26929,25.25627,21.66727,13,10.0,1019.9,722
Peterson,20171220,1400,38.82,-104.71,1879,201712000000.0,12,14,Winter,2.4231,29.11339,8.19518,20,10.0,801.3,722
Grissom,20171208,1200,40.67,-86.15,239,201712000000.0,12,12,Winter,36.23047,3.82812,4.43368,18,10.0,988.5,722
Hill Weber,20180724,1400,41.15,-111.99,1370,201807000000.0,7,14,Summer,8.86841,54.12926,21.73184,5,10.0,858.4,722
Hill Weber,20180626,1000,41.15,-111.99,1370,201806000000.0,6,10,Summer,19.15894,33.50929,12.94924,3,10.0,854.3,722
Malmstrom,20180813,1500,47.52,-111.18,1043,201808000000.0,8,15,Summer,24.02344,30.99663,17.60763,5,10.0,899.7,722
Malmstrom,20180317,1200,47.52,-111.18,1043,201803000000.0,3,12,Spring,68.43262,5.13229,3.20155,0,10.0,888.7,8
Travis,20180517,1100,38.16,-121.56,1,201805000000.0,5,11,Spring,39.34937,27.78152,18.44039,6,10.0,1013.0,722
March AFB,20170912,1200,33.9,-117.26,458,201709000000.0,9,12,Fall,36.2915,33.56972,7.6576,10,10.0,958.8,722
USAFA,20180406,1245,38.95,-104.83,1947,201804000000.0,4,12,Spring,80.41992,4.5784,3.69536,16,0.0,797.0,20
USAFA,20180513,1100,38.95,-104.83,1947,201805000000.0,5,11,Spring,38.81836,25.80765,17.73722,8,10.0,798.4,21
