Location,Date,Time,Latitude,Longitude,Altitude,YRMODAHRMI,Month,Hour,Season,Humidity,AmbientTemp,PolyPwr,Wind.Speed,Visibility,Pressure,Cloud.Ceiling
Hill Weber,20170719,1400,41.15,-111.99,1370,201707000000.0,7,14,Summer,19.29932,42.01157,19.1816,16,10.0,855.2,190
Offutt,20180613,1400,41.13,-95.75,380,201806000000.0,6,14,Summer,21.91162,38.68317,20.9314,8,10.0,979.7,722
Peterson,20180312,1000,38.82,-104.71,1879,201803000000.0,3,10,Spring,3.15552,31.61095,7.70703,0,10.0,815.9,722
Grissom,20180114,1300,40.67,-86.15,239,201801000000.0,1,13,Winter,34.83887,0.63316,4.75064,10,10.0,1007.0,722
Grissom,20180824,1400,40.67,-86.15,239,201808000000.0,8,14,Summer,53.30811,27.08664,7.28551,10,10.0,987.8,200
Malmstrom,20180513,1200,47.52,-111.18,1043,201805000000.0,5,12,Spring,29.69971,23.18169,19.78524,5,10.0,896.6,722
Malmstrom,20180212,1045,47.52,-111.18,1043,201802000000.0,2,10,Winter,66.35742,-18.64487,4.57313,0,0.9,903.3,722
March AFB,20180323,1400,33.9,-117.26,458,201803000000.0,3,14,Spring,27.41089,30.92613,21.3161,6,10.0,963.7,722
Offutt,20180809,1100,41.13,-95.75,380,201808000000.0,8,11,Summer,64.88037,32.28821,17.15147,5,10.0,978.4,722
Travis,20180529,1300,38.16,-121.56,1,201805000000.0,5,13,Spring,25.40894,38.69576,21.37744,10,10.0,1004.8,722
Malmstrom,20180827,1200,47.52,-111.18,1043,201808000000.0,8,12,Summer,81.97021,10.40436,2.99046,24,10.0,892.9,11
Travis,20171121,1415,38.16,-121.56,1,201711000000.0,11,14,Fall,62.09106,21.98578,9.74886,13,10.0,1018.0,722
JDMT,20170818,1500,26.98,-80.11,2,201708000000.0,8,15,Summer,46.08154,40.68474,23.90231,15,10.0,1015.2,722
Peterson,20180828,1200,38.82,-104.71,1879,201808000000.0,8,12,Summer,12.21313,42.01157,17.73679,14,10.0,813.1,722
Camp Murray,20180423,1500,47.11,-122.57,84,201804000000.0,4,15,Spring,4.20532,49.74091,18.48993,11,10.0,1015.3,722
Travis,20170724,1400,38.16,-121.56,1,201707000000.0,7,14,Summer,30.14526,32.2303,21.72697,18,10.0,1006.5,722
USAFA,20180424,1100,38.95,-104.83,1947,201804000000.0,4,11,Spring,57.73926,5.77934,4.96234,21,10.0,807.3,14
USAFA,20170607,1145,38.95,-104.83,1947,201706000000.0,6,11,Summer,27.64893,33.60497,19.55198,15,10.0,803.4,722
Grissom,20180520,1000,40.67,-86.15,239,201805000000.0,5,10,Spring,84.97314,18.106,3.09689,7,10.0,990.2,6
Kahului,20180413,1400,20.89,-156.44,2,201804000000.0,4,14,Spring,55.91431,31.05453,24.18717,16,10.0,1014.4,722
Peterson,20180524,1400,38.82,-104.71,1879,201805000000.0,5,14,Spring,3.04565,44.44115,21.24755,10,10.0,812.2,722
MNANG,20180222,1500,44.89,-93.2,246,201802000000.0,2,15,Winter,42.84668,7.75826,4.50431,7,10.0,1000.8,70
Peterson,20170702,1545,38.82,-104.71,1879,201707000000.0,7,15,Summer,30.10254,24.48586,3.55212,6,10.0,815.9,75
March AFB,20180816,1400,33.9,-117.26,458,201808000000.0,8,14,Summer,33.44116,39.3856,15.33553,9,10.0,960.8,722
Travis,20180927,1500,38.16,-121.56,1,201809000000.0,9,15,Fall,15.35645,42.53273,10.36665,0,10.0,1007.2,722
Grissom,20180328,1100,40.67,-86.15,239,201803000000.0,3,11,Spring,87.93945,9.06998,3.65996,6,9.1,986.2,7
Travis,20180525,1300,38.16,-121.56,1,201805000000.0,5,13,Spring,60.90088,20.0824,4.75037,9,9.1,1017.0,55
Travis,20170813,1100,38.16,-121.56,1,201708000000.0,8,11,Summer,46.39282,25.89828,17.36325,18,10.0,1009.2,722
Offutt,20180604,1100,41.13,-95.75,380,201806000000.0,6,11,Summer,33.6792,29.10583,9.01735,14,10.0,980.4,722
Hill Weber,20170904,1000,41.15,-111.99,1370,201709000000.0,9,10,Fall,23.0835,29.04289,12.10895,14,10.0,858.4,722
Camp Murray,20180515,1300,47.11,-122.57,84,201805000000.0,5,13,Spring,38.07373,29.67484,10.73371,5,10.0,1003.5,18
March AFB,20180104,1300,33.9,-117.26,458,201801000000.0,1,13,Winter,11.14502,29.04037,12.5883,0,10.0,965.3,722
Grissom,20180223,1145,40.67,-86.15,239,201802000000.0,2,11,Winter,99.28589,10.2961,3.87111,17,10.0,991.1,6
Peterson,20180404,1400,38.82,-104.71,1879,201804000000.0,4,14,Spring,3.61938,25.76736,4.7586,11,10.0,806.9,250
Hill Weber,20170628,1000,41.15,-111.99,1370,201706000000.0,6,10,Summer,23.6084,31.02432,15.98577,11,10.0,849.6,722
Travis,20180711,1300,38.16,-121.56,1,201807000000.0,7,13,Summer,27.15454,36.7395,20.7057,9,10.0,1007.9,722
Offutt,20180728,1515,41.13,-95.75,380,201807000000.0,7,15,Summer,44.73877,36.21078,13.92315,7,10.0,981.7,722
Peterson,20180114,1100,38.82,-104.71,1879,201801000000.0,1,11,Winter,20.67261,20.06729,3.97714,11,10.0,819.3,722
Peterson,20180315,1400,38.82,-104.71,1879,201803000000.0,3,14,Spring,5.71289,30.29419,17.26288,7,10.0,796.5,722
Offutt,20180505,1300,41.13,-95.75,380,201805000000.0,5,13,Spring,32.37305,30.30678,7.19457,6,10.0,979.4,722
Peterson,20171103,1400,38.82,-104.71,1879,201711000000.0,11,14,Fall,19.7998,26.53275,11.13156,13,10.0,807.5,722
Peterson,20171223,1400,38.82,-104.71,1879,201712000000.0,12,14,Winter,7.68433,21.28838,7.87944,14,10.0,804.4,722
Hill Weber,20171001,1045,41.15,-111.99,1370,201710000000.0,10,10,Fall,65.6189,11.57257,1.35303,8,10.0,850.5,75
Peterson,20180902,1500,38.82,-104.71,1879,201809000000.0,9,15,Fall,21.22192,37.47719,18.99894,8,10.0,813.7,250
Camp Murray,20180225,1300,47.11,-122.57,84,201802000000.0,2,13,Winter,91.80908,7.17918,5.84053,14,10.0,999.8,722
JDMT,20170920,1245,26.98,-80.11,2,201709000000.0,9,12,Fall,47.49756,40.05783,26.31273,6,10.0,1014.9,28
Hill Weber,20170802,1245,41.15,-111.99,1370,201708000000.0,8,12,Summer,11.52954,45.13855,13.19877,3,10.0,857.5,200
Camp Murray,20180726,1500,47.11,-122.57,84,201807000000.0,7,15,Summer,6.50635,59.26788,18.40071,0,10.0,1006.9,722
JDMT,20171005,1015,26.98,-80.11,2,201710000000.0,10,10,Fall,99.69482,25.89073,4.49508,10,10.0,1012.5,22
Malmstrom,20180518,1245,47.52,-111.18,1043,201805000000.0,5,12,Spring,99.98779,6.55731,3.16619,13,5.0,901.2,5
Peterson,20180714,1500,38.82,-104.71,1879,201807000000.0,7,15,Summer,14.2395,42.00401,8.13711,5,10.0,815.3,722
Travis,20170829,1500,38.16,-121.56,1,201708000000.0,8,15,Summer,31.70166,34.7908,17.27596,21,10.0,1005.9,722
March AFB,20170831,1100,33.9,-117.26,458,201708000000.0,8,11,Summer,11.7981,45.73776,14.55753,15,10.0,955.3,722
March AFB,20180601,1300,33.9,-117.26,458,201806000000.0,6,13,Summer,23.24219,34.78577,20.76153,8,10.0,959.8,722
March AFB,20170716,1000,33.9,-117.26,458,201707000000.0,7,10,Summer,18.73779,42.62589,14.86964,0,10.0,958.2,722
USAFA,20170604,1500,38.95,-104.83,1947,201706000000.0,6,15,Summer,8.61206,57.43752,17.71983,0,10.0,800.3,722
JDMT,20180516,1145,26.98,-80.11,2,201805000000.0,5,11,Spring,56.04858,36.11763,26.35719,14,10.0,1015.2,35
Hill Weber,20170624,1100,41.15,-111.99,1370,201706000000.0,6,11,Summer,20.06836,33.5672,19.98785,9,10.0,859.3,722
Peterson,20171008,1100,38.82,-104.71,1879,201710000000.0,10,11,Fall,3.75366,41.30913,13.03353,16,10.0,803.2,722
Camp Murray,20180619,1300,47.11,-122.57,84,201806000000.0,6,13,Summer,16.42456,45.7579,27.03267,7,10.0,1006.2,722
Travis,20170722,1200,38.16,-121.56,1,201707000000.0,7,12,Summer,22.80273,40.64697,19.54676,0,10.0,1009.2,722
Offutt,20180726,1500,41.13,-95.75,380,201807000000.0,7,15,Summer,29.60205,37.49733,21.78629,13,10.0,981.0,65
Travis,20170621,1000,38.16,-121.56,1,201706000000.0,6,10,Summer,38.75122,30.35965,15.97847,16,10.0,1004.8,722
Peterson,20180123,1200,38.82,-104.71,1879,201801000000.0,1,12,Winter,7.08618,26.43707,8.44703,0,10.0,815.6,722
Hill Weber,20171201,1400,41.15,-111.99,1370,201712000000.0,12,14,Winter,17.52319,36.13525,11.95968,0,10.0,856.3,722
Hill Weber,20171110,1300,41.15,-111.99,1370,201711000000.0,11,13,Fall,41.79688,14.88083,6.89762,6,10.0,851.6,140
Hill Weber,20170629,1400,41.15,-111.99,1370,201706000000.0,6,14,Summer,5.65186,45.1033,21.89713,11,10.0,854.6,722
Grissom,20180831,1030,40.67,-86.15,239,201808000000.0,8,10,Summer,57.27539,31.58073,9.97476,5,10.0,991.5,722
Travis,20171122,1300,38.16,-121.56,1,201711000000.0,11,13,Fall,62.76245,23.91182,15.72488,9,10.0,1018.0,722
Peterson,20180223,1000,38.82,-104.71,1879,201802000000.0,2,10,Winter,17.3584,22.55478,3.62497,0,8.0,809.7,722
JDMT,20170626,1400,26.98,-80.11,2,201706000000.0,6,14,Summer,52.36816,37.46964,26.53464,15,10.0,1016.8,722
March AFB,20170919,1400,33.9,-117.26,458,201709000000.0,9,14,Fall,29.73022,33.58231,16.33757,8,10.0,957.6,722
Travis,20180406,1100,38.16,-121.56,1,201804000000.0,4,11,Spring,96.68579,16.16234,2.4281,13,3.0,1010.9,4
JDMT,20171231,1400,26.98,-80.11,2,201712000000.0,12,14,Winter,27.19727,38.08899,22.00467,11,10.0,1020.2,722
Travis,20180624,1000,38.16,-121.56,1,201806000000.0,6,10,Summer,52.56958,25.09766,14.95456,26,10.0,1005.9,722
Hill Weber,20170915,1400,41.15,-111.99,1370,201709000000.0,9,14,Fall,27.6123,29.05548,21.19791,17,10.0,850.5,722
MNANG,20180914,1400,44.89,-93.2,246,201809000000.0,9,14,Fall,51.83105,34.82605,2.26865,7,10.0,986.9,41
MNANG,20180721,1000,44.89,-93.2,246,201807000000.0,7,10,Summer,72.03979,25.84793,15.82032,14,10.0,986.2,722
Kahului,20171126,1100,20.89,-156.44,2,201711000000.0,11,11,Fall,63.52539,27.69844,17.75401,15,10.0,1017.2,722
March AFB,20171011,1500,33.9,-117.26,458,201710000000.0,10,15,Fall,22.68677,31.01677,11.72838,10,10.0,956.3,722
USAFA,20180826,1100,38.95,-104.83,1947,201808000000.0,8,11,Summer,20.6665,34.23943,15.63402,8,10.0,799.2,722
Hill Weber,20180319,1400,41.15,-111.99,1370,201803000000.0,3,14,Spring,47.97363,13.63708,7.03839,0,10.0,857.2,50
Peterson,20170720,1400,38.82,-104.71,1879,201707000000.0,7,14,Summer,14.03809,45.1461,21.26961,10,10.0,815.6,722
Offutt,20180724,1400,41.13,-95.75,380,201807000000.0,7,14,Summer,25.04272,40.70992,22.07088,9,10.0,983.3,722
Travis,20180606,1100,38.16,-121.56,1,201806000000.0,6,11,Summer,41.74805,24.61174,19.04855,20,10.0,1008.2,722
Grissom,20180515,1115,40.67,-86.15,239,201805000000.0,5,11,Spring,57.95288,29.64211,6.00935,11,10.0,984.2,23
Offutt,20180416,1500,41.13,-95.75,380,201804000000.0,4,15,Spring,30.34668,18.0204,20.77538,7,10.0,981.4,722
Peterson,20180318,1000,38.82,-104.71,1879,201803000000.0,3,10,Spring,1.92871,38.63533,8.97982,5,10.0,799.9,722
USAFA,20180929,1300,38.95,-104.83,1947,201809000000.0,9,13,Fall,18.2251,28.98247,10.88992,13,10.0,799.2,722
Camp Murray,20180805,1400,47.11,-122.57,84,201808000000.0,8,14,Summer,9.41162,54.79645,18.29836,7,10.0,1004.9,722
USAFA,20180713,1100,38.95,-104.83,1947,201807000000.0,7,11,Summer,23.73047,35.49828,16.92817,11,10.0,806.5,722
Travis,20180720,1500,38.16,-121.56,1,201807000000.0,7,15,Summer,28.60718,35.47562,18.04554,25,10.0,1008.2,722
USAFA,20180716,1400,38.95,-104.83,1947,201807000000.0,7,14,Summer,17.33398,50.99976,19.0125,7,10.0,805.6,722
JDMT,20170924,1200,26.98,-80.11,2,201709000000.0,9,12,Fall,51.34277,37.47719,20.54775,9,10.0,1011.5,240
Hill Weber,20171207,1300,41.15,-111.99,1370,201712000000.0,12,13,Winter,14.85596,25.21347,12.84432,6,10.0,870.1,722
Hill Weber,20180103,1400,41.15,-111.99,1370,201801000000.0,1,14,Winter,23.93188,14.90852,7.46026,9,10.0,860.7,722
Hill Weber,20171217,1330,41.15,-111.99,1370,201712000000.0,12,13,Winter,24.17603,20.67154,9.85374,3,10.0,858.1,722
USAFA,20170827,1300,38.95,-104.83,1947,201708000000.0,8,13,Summer,18.35938,38.78387,16.35721,13,10.0,807.8,722
Travis,20180531,1300,38.16,-121.56,1,201805000000.0,5,13,Spring,29.27856,28.44368,22.0112,13,10.0,1010.2,722
Peterson,20180530,1100,38.82,-104.71,1879,201805000000.0,5,11,Spring,20.78857,38.67561,18.60377,18,10.0,809.4,722
Peterson,20180923,1200,38.82,-104.71,1879,201809000000.0,9,12,Fall,3.43018,50.88646,16.43181,10,10.0,812.5,722
JDMT,20170528,1400,26.98,-80.11,2,201705000000.0,5,14,Spring,33.62427,40.7074,26.44995,10,10.0,1016.5,722
Grissom,20180627,1100,40.67,-86.15,239,201806000000.0,6,11,Summer,97.62573,21.89766,2.91895,16,10.0,980.9,10
Offutt,20180926,1300,41.13,-95.75,380,201809000000.0,9,13,Fall,35.98022,21.91528,18.53895,7,10.0,986.6,722
Offutt,20180520,1445,41.13,-95.75,380,201805000000.0,5,14,Spring,99.98779,14.8481,1.23172,10,10.0,980.7,16
Malmstrom,20180501,1400,47.52,-111.18,1043,201805000000.0,5,14,Spring,47.08252,13.55148,2.28682,15,10.0,889.9,41
MNANG,20180826,1200,44.89,-93.2,246,201808000000.0,8,12,Summer,74.88403,27.08412,8.20528,9,9.1,980.6,30
Travis,20180216,1500,38.16,-121.56,1,201802000000.0,2,15,Winter,19.04907,23.19176,12.78696,3,10.0,1019.0,722
Peterson,20180305,1500,38.82,-104.71,1879,201803000000.0,3,15,Spring,4.76685,9.7271,13.51524,21,10.0,808.6,722
Grissom,20180404,1000,40.67,-86.15,239,201804000000.0,4,10,Spring,74.11499,0.64827,4.64507,25,10.0,985.5,22
USAFA,20180716,1000,38.95,-104.83,1947,201807000000.0,7,10,Summer,49.63379,30.38734,15.32995,13,10.0,805.6,722
JDMT,20170812,1000,26.98,-80.11,2,201708000000.0,8,10,Summer,55.29785,37.47719,19.76668,0,10.0,1016.2,722
Camp Murray,20180621,1300,47.11,-122.57,84,201806000000.0,6,13,Summer,44.60449,26.53526,6.89981,8,10.0,1009.6,26
Offutt,20180804,1400,41.13,-95.75,380,201808000000.0,8,14,Summer,57.53174,31.548,18.93168,14,10.0,974.1,250
Kahului,20180122,1000,20.89,-156.44,2,201801000000.0,1,10,Winter,69.04297,26.45973,13.31264,18,10.0,1015.8,50
Peterson,20180622,1000,38.82,-104.71,1879,201806000000.0,6,10,Summer,14.77051,44.48143,14.57945,5,10.0,812.0,722
Peterson,20170930,1100,38.82,-104.71,1879,201709000000.0,9,11,Fall,14.55688,41.34941,10.03954,8,10.0,813.4,250
Travis,20170614,1400,38.16,-121.56,1,201706000000.0,6,14,Summer,23.67554,38.09906,21.38026,8,10.0,1010.6,722
March AFB,20180806,1200,33.9,-117.26,458,201808000000.0,8,12,Summer,6.43921,47.01675,16.99118,0,10.0,957.2,722
Peterson,20180807,1445,38.82,-104.71,1879,201808000000.0,8,14,Summer,29.89502,34.88899,0.56681,17,10.0,814.8,722
Camp Murray,20180630,1200,47.11,-122.57,84,201806000000.0,6,12,Summer,49.19434,24.48586,7.60898,10,10.0,1011.6,31
USAFA,20180515,1500,38.95,-104.83,1947,201805000000.0,5,15,Spring,14.7583,39.3277,7.60636,13,10.0,800.1,120
Hill Weber,20170701,1400,41.15,-111.99,1370,201707000000.0,7,14,Summer,6.90918,55.40321,20.54693,7,10.0,854.0,722
Peterson,20171228,1400,38.82,-104.71,1879,201712000000.0,12,14,Winter,2.30103,27.83188,8.18634,10,10.0,813.7,722
JDMT,20180107,1000,26.98,-80.11,2,201801000000.0,1,10,Winter,35.44922,26.40434,15.06864,6,10.0,1027.0,40
Peterson,20180404,1100,38.82,-104.71,1879,201804000000.0,4,11,Spring,0.62866,33.62762,15.28881,10,10.0,809.4,722
Malmstrom,20180425,1000,47.52,-111.18,1043,201804000000.0,4,10,Spring,28.39355,14.21867,2.39251,20,10.0,896.0,722
JDMT,20180520,1500,26.98,-80.11,2,201805000000.0,5,15,Spring,64.25781,31.05453,12.07539,18,10.0,1017.9,32
Malmstrom,20180612,1300,47.52,-111.18,1043,201806000000.0,6,13,Summer,19.48853,20.73196,22.39436,18,10.0,894.8,722
Peterson,20180616,1500,38.82,-104.71,1879,201806000000.0,6,15,Summer,15.47852,34.16389,9.73967,14,10.0,804.9,250
Hill Weber,20180603,1000,41.15,-111.99,1370,201806000000.0,6,10,Summer,28.75977,27.12944,16.06981,7,10.0,856.6,722
Malmstrom,20180515,1300,47.52,-111.18,1043,201805000000.0,5,13,Spring,18.26782,29.71512,20.83542,10,10.0,892.6,722
Malmstrom,20180517,1200,47.52,-111.18,1043,201805000000.0,5,12,Spring,56.4209,16.78925,2.07573,10,10.0,893.6,27
March AFB,20180607,1100,33.9,-117.26,458,201806000000.0,6,11,Summer,31.46973,31.63864,18.68834,3,10.0,959.5,722
March AFB,20171019,1500,33.9,-117.26,458,201710000000.0,10,15,Fall,37.95166,28.32787,3.99856,6,10.0,956.6,722
March AFB,20180128,1100,33.9,-117.26,458,201801000000.0,1,11,Winter,17.23633,25.15053,11.13178,6,10.0,968.9,722
Peterson,20180501,1300,38.82,-104.71,1879,201805000000.0,5,13,Spring,14.5874,29.65469,2.22513,11,10.0,803.2,250
USAFA,20180911,1100,38.95,-104.83,1947,201809000000.0,9,11,Fall,15.979,34.19411,15.43085,18,10.0,799.5,722
Travis,20180407,1400,38.16,-121.56,1,201804000000.0,4,14,Spring,59.10034,22.64542,5.16193,16,10.0,1013.3,722
Malmstrom,20180319,1015,47.52,-111.18,1043,201803000000.0,3,10,Spring,75.25024,3.32207,3.44763,0,0.0,896.0,2
Travis,20170711,1400,38.16,-121.56,1,201707000000.0,7,14,Summer,27.69165,34.2067,21.74131,17,10.0,1007.9,722
Peterson,20180425,1000,38.82,-104.71,1879,201804000000.0,4,10,Spring,17.38892,34.85878,13.61644,3,10.0,818.4,722
Camp Murray,20180525,1000,47.11,-122.57,84,201805000000.0,5,10,Spring,56.65283,19.39507,5.489,3,10.0,1006.6,15
Grissom,20171219,1100,40.67,-86.15,239,201712000000.0,12,11,Winter,83.95996,8.48839,4.0818,16,10.0,984.5,722
March AFB,20180713,1200,33.9,-117.26,458,201807000000.0,7,12,Summer,23.39478,40.04021,18.39906,9,10.0,961.8,722
Offutt,20180912,1500,41.13,-95.75,380,201809000000.0,9,15,Fall,27.13623,41.2764,19.07869,17,10.0,978.7,722
JDMT,20170806,1430,26.98,-80.11,2,201708000000.0,8,14,Summer,44.20166,41.8882,24.08919,17,10.0,1017.9,70
Grissom,20180220,1500,40.67,-86.15,239,201802000000.0,2,15,Winter,99.73755,18.03047,2.99131,17,10.0,985.5,100
Hill Weber,20170925,1400,41.15,-111.99,1370,201709000000.0,9,14,Fall,20.56274,38.03108,5.77684,3,10.0,855.5,46
March AFB,20171214,1500,33.9,-117.26,458,201712000000.0,12,15,Winter,6.97632,26.50253,6.76896,13,10.0,960.8,722
Camp Murray,20180227,1330,47.11,-122.57,84,201802000000.0,2,13,Winter,36.52344,20.70175,11.27903,15,10.0,1006.9,24
JDMT,20180116,1400,26.98,-80.11,2,201801000000.0,1,14,Winter,36.2793,30.36217,14.74085,13,10.0,1024.6,722
Camp Murray,20180224,1300,47.11,-122.57,84,201802000000.0,2,13,Winter,67.66357,12.29263,4.85538,5,10.0,1008.9,19
Travis,20171017,1400,38.16,-121.56,1,201710000000.0,10,14,Fall,18.42041,31.61598,8.22127,0,10.0,1015.3,722
Offutt,20180719,1300,41.13,-95.75,380,201807000000.0,7,13,Summer,53.07617,32.33353,22.80096,15,10.0,971.8,722
Grissom,20180126,1400,40.67,-86.15,239,201801000000.0,1,14,Winter,49.60327,12.25487,3.34323,16,10.0,995.1,722
USAFA,20170818,1500,38.95,-104.83,1947,201708000000.0,8,15,Summer,10.02808,52.19063,12.30903,7,10.0,803.4,722
March AFB,20170810,1500,33.9,-117.26,458,201708000000.0,8,15,Summer,23.54736,39.97978,17.85212,14,10.0,957.6,722
Hill Weber,20180502,1515,41.15,-111.99,1370,201805000000.0,5,15,Spring,70.87402,14.91104,3.80051,8,10.0,848.7,40
March AFB,20180421,1300,33.9,-117.26,458,201804000000.0,4,13,Spring,8.27637,37.44698,19.05376,3,10.0,961.4,722
Malmstrom,20180120,1300,47.52,-111.18,1043,201801000000.0,1,13,Winter,43.62183,5.15999,3.09601,23,10.0,891.1,722
Camp Murray,20180930,1100,47.11,-122.57,84,201809000000.0,9,11,Fall,59.25903,22.56485,4.5497,0,10.0,999.8,75
Peterson,20180518,1100,38.82,-104.71,1879,201805000000.0,5,11,Spring,16.07666,39.28993,18.40133,16,10.0,807.7,722
Travis,20171122,1245,38.16,-121.56,1,201711000000.0,11,12,Fall,62.60376,23.88664,13.53517,11,0.0,1018.4,722
March AFB,20180726,1400,33.9,-117.26,458,201807000000.0,7,14,Summer,21.12427,41.94359,17.33706,16,10.0,959.2,722
Malmstrom,20180823,1500,47.52,-111.18,1043,201808000000.0,8,15,Summer,16.6748,33.5244,14.05495,20,8.0,888.7,722
Offutt,20180511,1145,41.13,-95.75,380,201805000000.0,5,11,Spring,73.27881,19.97917,13.1741,14,10.0,971.5,21
Hill Weber,20180623,1400,41.15,-111.99,1370,201806000000.0,6,14,Summer,12.34131,43.23769,22.71468,10,10.0,849.6,722
March AFB,20180421,1500,33.9,-117.26,458,201804000000.0,4,15,Spring,5.52979,37.34879,11.59197,9,10.0,960.1,722
JDMT,20170703,1430,26.98,-80.11,2,201707000000.0,7,14,Summer,45.28809,40.63438,24.66399,13,10.0,1019.3,722
Camp Murray,20180706,1300,47.11,-122.57,84,201807000000.0,7,13,Summer,26.26343,37.36641,5.35124,7,10.0,1009.2,722
Kahului,20180406,1100,20.89,-156.44,2,201804000000.0,4,11,Spring,93.12134,24.52362,11.64238,15,2.5,1017.2,8
MNANG,20180813,1000,44.89,-93.2,246,201808000000.0,8,10,Summer,58.1543,30.29922,14.77131,10,10.0,987.2,722
Offutt,20180705,1200,41.13,-95.75,380,201807000000.0,7,12,Summer,65.50293,31.57318,8.98804,6,10.0,990.2,160
USAFA,20180111,1300,38.95,-104.83,1947,201801000000.0,1,13,Winter,56.10962,8.44559,5.03302,6,10.0,799.5,722
Hill Weber,20180106,1115,41.15,-111.99,1370,201801000000.0,1,11,Winter,76.85547,3.93639,2.46316,6,10.0,855.5,45
Travis,20171022,1300,38.16,-121.56,1,201710000000.0,10,13,Fall,34.81445,27.72865,15.38122,0,10.0,1024.4,722
Camp Murray,20180215,1115,47.11,-122.57,84,201802000000.0,2,11,Winter,80.10254,8.42041,0.70795,3,10.0,1019.7,7
Peterson,20171106,1000,38.82,-104.71,1879,201711000000.0,11,10,Fall,18.83545,27.11182,4.43469,3,6.0,809.4,722
Hill Weber,20171030,1100,41.15,-111.99,1370,201710000000.0,10,11,Fall,40.88135,11.02623,2.20926,20,10.0,850.5,190
Grissom,20180220,1415,40.67,-86.15,239,201802000000.0,2,14,Winter,99.98779,16.09688,3.51779,22,6.0,986.2,70
JDMT,20170628,1100,26.98,-80.11,2,201706000000.0,6,11,Summer,49.96948,39.35287,24.95761,5,10.0,1016.5,722
JDMT,20180430,1500,26.98,-80.11,2,201804000000.0,4,15,Spring,37.53662,34.9192,24.36327,20,10.0,1020.3,60
JDMT,20170629,1500,26.98,-80.11,2,201706000000.0,6,15,Summer,54.38843,38.05374,13.89714,10,10.0,1017.6,250
March AFB,20171015,1400,33.9,-117.26,458,201710000000.0,10,14,Fall,1.46484,39.31763,14.30801,9,10.0,963.7,722
Kahului,20171116,1000,20.89,-156.44,2,201711000000.0,11,10,Fall,56.16455,28.39584,4.71475,13,10.0,1016.1,722
Camp Murray,20180620,1200,47.11,-122.57,84,201806000000.0,6,12,Summer,15.82031,47.13257,17.57831,6,10.0,1002.9,722
Hill Weber,20171231,1400,41.15,-111.99,1370,201712000000.0,12,14,Winter,8.8623,32.93777,13.3737,0,10.0,859.6,722
Hill Weber,20170927,1400,41.15,-111.99,1370,201709000000.0,9,14,Fall,21.39893,39.35539,19.82241,10,10.0,857.2,722
Travis,20180116,1215,38.16,-121.56,1,201801000000.0,1,12,Winter,84.42993,15.50774,0.84451,15,10.0,1022.4,10
MNANG,20171224,1400,44.89,-93.2,246,201712000000.0,12,14,Winter,57.27539,-0.00381,1.19646,13,10.0,987.6,23
Hill Weber,20180118,1100,41.15,-111.99,1370,201801000000.0,1,11,Winter,52.48413,7.79099,6.65052,14,10.0,857.5,722
March AFB,20171226,1400,33.9,-117.26,458,201712000000.0,12,14,Winter,16.51001,21.37146,5.49922,8,10.0,963.4,722
Offutt,20180417,1500,41.13,-95.75,380,201804000000.0,4,15,Spring,22.46704,25.19585,20.24486,14,10.0,970.5,722
Kahului,20180303,1400,20.89,-156.44,2,201803000000.0,3,14,Spring,61.93237,28.44116,12.98274,20,10.0,1014.1,722
Malmstrom,20180817,1400,47.52,-111.18,1043,201808000000.0,8,14,Summer,12.13989,36.75713,6.46337,5,9.1,897.8,722
Travis,20171020,1400,38.16,-121.56,1,201710000000.0,10,14,Fall,48.73047,21.33873,13.42056,16,9.1,1016.0,722
Peterson,20180818,1400,38.82,-104.71,1879,201808000000.0,8,14,Summer,38.15308,33.50426,9.58712,9,10.0,814.5,722
March AFB,20171004,1200,33.9,-117.26,458,201710000000.0,10,12,Fall,12.73193,34.19914,16.41779,0,10.0,960.8,722
Hill Weber,20180710,1300,41.15,-111.99,1370,201807000000.0,7,13,Summer,19.06128,43.20999,21.16197,6,10.0,856.6,722
Peterson,20180515,1500,38.82,-104.71,1879,201805000000.0,5,15,Spring,23.87695,27.68082,2.82991,13,10.0,812.2,200
Offutt,20180708,1200,41.13,-95.75,380,201807000000.0,7,12,Summer,44.67773,34.19411,21.93091,6,10.0,983.7,722
USAFA,20180131,1300,38.95,-104.83,1947,201801000000.0,1,13,Winter,24.54834,15.51277,9.50344,9,10.0,792.8,722
USAFA,20180214,1230,38.95,-104.83,1947,201802000000.0,2,12,Winter,16.3208,18.01788,5.52608,26,10.0,795.9,722
Travis,20180802,1400,38.16,-121.56,1,201808000000.0,8,14,Summer,28.57056,34.78577,17.97726,14,10.0,1009.2,722
Peterson,20171019,1500,38.82,-104.71,1879,201710000000.0,10,15,Fall,9.79614,26.49498,2.91778,17,10.0,809.7,250
March AFB,20180622,1300,33.9,-117.26,458,201806000000.0,6,13,Summer,27.21558,37.4646,19.84058,6,10.0,956.9,722
Kahului,20180511,1500,20.89,-156.44,2,201805000000.0,5,15,Spring,68.396,29.10583,12.95209,14,10.0,1013.8,40
Hill Weber,20180313,1130,41.15,-111.99,1370,201803000000.0,3,11,Spring,31.73828,19.96407,11.2135,8,10.0,855.5,90
JDMT,20170915,1100,26.98,-80.11,2,201709000000.0,9,11,Fall,38.73901,43.20244,23.76511,10,10.0,1016.2,722
